DBSFH1, 04/13/24,INC,REP,E(WM0265) 05 2024-25 CURRENT YR BUILDING AID RATIO,F(WE0081) 03 SEL BLDG AID RATIO 23-24 BL AID<7/1/00,G(NO0391) 05 SEL BLDG AID RATIO 24-25 BL AID<7/1/98,H(MA0015) 0A LEGEND FOR CURRENT YEAR BLDG AID,I(NO0396) 05 INCENTIVE DECIMAL FOR EXP>=7/1/98,"J(NO0397) 05 SEL AID RATIO, APPR >= 7/1/98",K(WE0096) 03 SEL BLDG AID RATIO FOR 99-00 BLDG AID,L(NO0400) 05 LOW INCOME BLDG AID RATIO >= 7/1/00,M(NO0402) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/00,N(NO0403) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/00,O(NO0406) 05 LOW INCOME BLDG AID RATIO >= 7/1/05,"P(MI0014) 00 2003 NEED/RESOURCE CAPACITY CODE, 1-4=HI NEED","Q(NO0407) 05 HNSBAR: HIGH NEED, FOR EXP >= 7/1/05",R(NO0408) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/05,S(NO0409) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/05,T(NO0580) 02 REORG BLDG INCENTVE RATIO(.25 OR .30),U(NO0696) 00 BLDG LEASE EXPENDITURES,V(NO0697) 00 BLDG AMORT-RETRO EXPENDITURES,W(NO0698) 00 BLDG AMORT-PROSP EXPENDITURES,X(NO0695) 00 BLDG AMORT-CAP OUTLAY EXPENDITURES,Y(NO0699) 00 BLDG 2023 DEFERD JULY EXPENDITURES,Z(NO0703) 00 BLDG 2022 DEFERD JULY EXPENDITURES,AA(NO0700) 00 BLDG NYC UNCONFIRMED EXPENDITURES,AB(NO0701) 00 BLDG REFUND/REFIN EXPENDITURES (A.R.),AC(NO0702) 00 BLDG REFUND/REFIN EXPENDITURES (100%),AD(NO0567) 00 BLDG EXPENDITURE FOR 3 CAP OUTLAY EXCEPTIONS,"AE(B10171) 00 BLDG EXPENDITURE FOR METAL DETECTORS,ETC.","AF(NO0386) 05 AID RATIO FOR METAL DETECTORS,ETC. AID",AG(NO0727) 00 BLDG EXP. FOR WATER TESTING,AH(NO0728) 05 AID RATIO FOR WATER TESTING
521200,MECHANICVILLE,1,0,0.655,0.781,0.781,93-94 BLD AR ,0.100,0.881,0.781,0.000,0.100,0.781,0.000,5,0.000,0.100,0.781,0.00,0,"1,276,272","1,832,510",0,0,0,0,0,0,0,0,0.755,"5,500",0.681
521301,BALLSTON SPA,1,0,0.600,0.749,0.749,93-94 BLD AR ,0.100,0.849,0.749,0.000,0.100,0.749,0.000,5,0.000,0.100,0.749,0.00,0,0,"5,376,494",0,0,0,0,0,0,0,0,0.700,0,0.649
521401,S. GLENS FALLS,1,1,0.635,0.795,0.795,93-94 BLD AR ,0.100,0.895,0.795,0.000,0.100,0.795,0.000,5,0.000,0.100,0.795,0.00,0,0,"4,298,778",0,0,0,0,0,0,"100,000",0,0.735,0,0.695
521701,SCHUYLERVILLE,1,0,0.644,0.814,0.814,93-94 BLD AR ,0.100,0.914,0.814,0.000,0.100,0.814,0.000,5,0.000,0.100,0.814,0.00,0,0,"3,288,564",0,0,0,0,0,0,0,0,0.744,0,0.714
521800,SARATOGA SPRIN,1,0,0.328,0.705,0.705,93-94 BLD AR ,0.100,0.805,0.705,0.000,0.100,0.705,0.000,5,0.000,0.100,0.705,0.25,0,0,"2,817,925",0,0,0,0,0,0,0,0,0.428,"6,943",0.605
522001,STILLWATER,1,0,0.558,0.839,0.839,93-94 BLD AR ,0.100,0.939,0.839,0.000,0.100,0.839,0.000,5,0.000,0.100,0.839,0.00,0,0,"2,321,356",0,0,0,0,0,0,"100,000",0,0.658,"12,000",0.739
522101,WATERFORD,1,0,0.624,0.709,0.709,07-08 BLD AR ,0.100,0.809,0.676,0.000,0.100,0.724,0.000,5,0.000,0.100,0.724,0.00,0,0,"1,727,858",0,0,0,0,0,0,"100,000",0,0.724,0,0.624
530101,DUANESBURG,1,0,0.663,0.798,0.798,93-94 BLD AR ,0.100,0.898,0.798,0.000,0.100,0.798,0.000,5,0.000,0.100,0.798,0.00,0,0,"1,488,164",0,0,0,0,0,0,0,0,0.763,0,0.698
530202,SCOTIA GLENVIL,1,0,0.668,0.740,0.740,93-94 BLD AR ,0.100,0.840,0.740,0.000,0.100,0.768,0.000,5,0.000,0.100,0.768,0.00,0,0,"4,654,300",0,0,0,0,0,0,"100,000",0,0.768,0,0.668
530301,NISKAYUNA,1,0,0.687,0.696,0.696,NO DATA      ,0.100,0.796,0.626,0.000,0.100,0.787,0.000,6,0.000,0.100,0.787,0.00,0,0,"2,656,000",0,0,0,0,0,0,0,0,0.787,0,0.687
530501,SCHALMONT,1,0,0.604,0.627,0.627,NO DATA      ,0.100,0.727,0.598,0.000,0.100,0.704,0.000,5,0.000,0.100,0.704,0.00,0,0,"1,966,432",0,0,0,0,0,0,0,0,0.704,0,0.604
530515,MOHONASEN,1,0,0.721,0.753,0.753,06-07 BLD AR ,0.100,0.853,0.746,0.000,0.100,0.821,0.000,5,0.000,0.100,0.821,0.30,0,0,"4,464,190",0,0,0,0,0,0,0,"35,000",0.821,"10,000",0.721
530600,SCHENECTADY,1,0,0.846,0.870,0.870,21-22 BLD AR ,0.080,0.950,0.724,0.000,0.100,0.946,0.000,3,0.042,0.092,0.980,0.00,"210,542",0,"14,059,156",0,"198,990","198,990",0,0,0,"100,000","35,000",0.946,"10,000",0.888
540801,GILBOA CONESVI,1,0,0.000,0.474,0.474,93-94 BLD AR ,0.100,0.574,0.474,0.000,0.100,0.474,0.000,5,0.000,0.100,0.474,0.00,0,0,"356,976",0,0,0,0,0,0,"4,526",0,0.100,0,0.374
540901,JEFFERSON,1,0,0.336,0.702,0.702,93-94 BLD AR ,0.100,0.802,0.702,0.000,0.100,0.702,0.000,4,0.030,0.100,0.732,0.00,0,0,"718,496",0,0,0,0,0,0,0,0,0.436,0,0.632
541001,MIDDLEBURGH,1,0,0.597,0.765,0.765,93-94 BLD AR ,0.100,0.865,0.765,0.000,0.100,0.765,0.000,4,0.033,0.100,0.798,0.00,0,0,"1,645,122",0,0,0,0,0,0,"100,000",0,0.697,"2,000",0.698
541102,COBLESKL-RICHM,1,0,0.700,0.825,0.825,93-94 BLD AR ,0.100,0.925,0.825,0.000,0.100,0.825,0.000,5,0.000,0.100,0.825,0.30,0,"776,422",0,0,0,0,0,"3,205","40,041",0,0,0.800,0,0.725
541201,SCHOHARIE,1,0,0.740,0.838,0.838,93-94 BLD AR ,0.100,0.938,0.838,0.000,0.100,0.840,0.000,5,0.000,0.100,0.840,0.00,0,0,"2,169,394",0,0,0,0,0,0,"100,000","19,000",0.840,"5,500",0.740
541401,SHARON SPRINGS,1,0,0.732,0.821,0.821,93-94 BLD AR ,0.100,0.921,0.821,0.000,0.100,0.832,0.000,4,0.036,0.100,0.868,0.00,0,0,"611,352",0,"7,333",0,0,0,0,"100,000",0,0.832,0,0.768
550101,ODESSA MONTOUR,1,0,0.752,0.855,0.855,93-94 BLD AR ,0.095,0.950,0.855,0.000,0.100,0.855,0.000,4,0.037,0.100,0.892,0.00,0,0,"1,941,864",0,0,0,0,0,0,"100,000","30,000",0.852,0,0.792
550301,WATKINS GLEN,1,0,0.525,0.809,0.809,93-94 BLD AR ,0.100,0.909,0.809,0.000,0.100,0.809,0.000,5,0.000,0.100,0.809,0.00,0,0,"2,926,104",0,0,0,0,0,0,0,0,0.625,"3,000",0.709
560501,SOUTH SENECA,1,0,0.475,0.781,0.781,93-94 BLD AR ,0.100,0.881,0.781,0.000,0.100,0.781,0.000,4,0.034,0.100,0.815,0.25,0,0,"830,958",0,0,0,0,0,0,"100,000","35,000",0.575,0,0.715
560603,ROMULUS,1,0,0.351,0.774,0.774,93-94 BLD AR ,0.100,0.874,0.774,0.000,0.100,0.774,0.000,5,0.000,0.100,0.774,0.00,0,0,"1,442,196",0,0,0,0,0,0,0,0,0.451,0,0.674
560701,SENECA FALLS,1,0,0.763,0.803,0.803,10-11 BLD AR ,0.100,0.903,0.770,0.000,0.100,0.863,0.000,5,0.000,0.100,0.863,0.00,0,0,"2,765,210",0,0,0,0,0,0,0,0,0.863,0,0.763
561006,WATERLOO CENT,1,0,0.750,0.834,0.834,10-11 BLD AR ,0.100,0.934,0.796,0.000,0.100,0.850,0.000,4,0.037,0.100,0.887,0.30,0,0,"4,305,576",0,0,0,0,0,0,0,0,0.850,0,0.787
570101,ADDISON,1,0,0.791,0.876,0.876,93-94 BLD AR ,0.074,0.950,0.876,0.000,0.100,0.891,0.000,4,0.039,0.100,0.930,0.25,0,0,"3,242,888",0,0,0,0,0,0,"100,000","35,000",0.891,"10,000",0.830
570201,AVOCA,1,0,0.747,0.862,0.862,93-94 BLD AR ,0.088,0.950,0.862,0.000,0.100,0.862,0.000,4,0.038,0.100,0.900,0.00,0,0,"1,128,166",0,0,0,0,0,0,"100,000","35,000",0.847,0,0.800
570302,BATH,1,0,0.810,0.878,0.878,93-94 BLD AR ,0.072,0.950,0.878,0.000,0.100,0.910,0.000,4,0.040,0.100,0.950,0.00,0,"71,553","4,515,836",0,"66,884",0,0,0,0,"100,000","30,000",0.910,0,0.850
570401,BRADFORD,1,0,0.703,0.863,0.863,93-94 BLD AR ,0.087,0.950,0.863,0.000,0.100,0.863,0.000,4,0.038,0.100,0.901,0.00,0,0,"1,132,434",0,0,0,0,0,0,0,"32,000",0.803,0,0.801
570603,CAMPBELL-SAVON,1,0,0.798,0.902,0.902,92-93 BLD AR ,0.048,0.950,0.902,0.000,0.100,0.902,0.000,4,0.040,0.100,0.942,0.30,0,0,"3,432,156",0,0,0,0,0,0,"100,000",0,0.898,0,0.842
571000,CORNING,1,0,0.733,0.792,0.792,10-11 BLD AR ,0.100,0.892,0.782,0.000,0.100,0.833,0.000,5,0.000,0.100,0.833,0.00,0,0,"14,655,248",0,0,0,0,0,0,"100,000","35,000",0.833,0,0.733
571502,CANISTEO-GREEN,1,0,0.827,0.871,0.871,93-94 BLD AR ,0.079,0.950,0.871,0.000,0.100,0.927,0.000,4,0.041,0.100,0.968,0.30,0,0,"1,973,918",0,0,0,0,0,0,"100,000",0,0.927,0,0.868
571800,HORNELL,1,0,0.836,0.888,0.888,10-11 BLD AR ,0.062,0.950,0.887,0.000,0.100,0.936,0.000,4,0.041,0.100,0.977,0.00,0,0,"5,763,530",0,0,0,0,0,0,"1,300,000",0,0.936,0,0.877
571901,ARKPORT,1,0,0.750,0.842,0.842,10-11 BLD AR ,0.100,0.942,0.808,0.000,0.100,0.850,0.000,5,0.000,0.100,0.850,0.00,0,0,"2,254,586",0,0,0,0,0,0,"100,000","33,700",0.850,0,0.750
572301,PRATTSBURG,1,0,0.729,0.844,0.844,93-94 BLD AR ,0.100,0.944,0.844,0.000,0.100,0.844,0.000,4,0.037,0.100,0.881,0.00,0,0,"1,195,228",0,0,0,0,0,0,"100,000",0,0.829,0,0.781
572702,JASPER-TRPSBRG,1,0,0.702,0.874,0.874,93-94 BLD AR ,0.076,0.950,0.874,0.000,0.100,0.874,0.000,4,0.038,0.100,0.912,0.30,0,0,"772,818",0,0,0,0,0,0,"100,000",0,0.802,0,0.812
572901,HAMMONDSPORT,1,0,0.000,0.567,0.567,93-94 BLD AR ,0.100,0.667,0.567,0.000,0.100,0.567,0.000,5,0.000,0.100,0.567,0.00,0,0,"1,494,612",0,0,0,0,0,0,"100,000",0,0.100,300,0.467
573002,WAYLAND-COHOCT,1,0,0.803,0.855,0.855,93-94 BLD AR ,0.095,0.950,0.855,0.000,0.100,0.903,0.000,5,0.000,0.100,0.903,0.30,0,0,"2,696,896",0,"116,784",0,0,0,0,"100,000",0,0.903,600,0.803
580101,BABYLON,1,0,0.328,0.463,0.463,87-88 BLD AR ,0.100,0.563,0.463,0.000,0.100,0.463,0.000,6,0.000,0.100,0.463,0.00,0,0,"2,410,490",0,0,0,0,0,0,0,0,0.428,"15,000",0.363
580102,WEST BABYLON,1,0,0.509,0.646,0.646,81-82 BLD AR ,0.100,0.746,0.646,0.000,0.100,0.646,0.000,5,0.000,0.100,0.646,0.00,0,0,"2,634,298",0,0,0,0,0,0,0,"35,000",0.609,"11,720",0.546
580103,NORTH BABYLON,1,0,0.611,0.742,0.742,81-82 BLD AR ,0.100,0.842,0.742,0.000,0.100,0.742,0.000,5,0.000,0.100,0.742,0.00,0,0,"5,846,634",0,0,0,0,0,0,0,0,0.711,"10,484",0.642
580104,LINDENHURST,1,0,0.576,0.693,0.693,81-82 BLD AR ,0.100,0.793,0.693,0.000,0.100,0.693,0.000,5,0.000,0.100,0.693,0.00,0,0,"3,362,051",0,0,0,0,0,0,0,0,0.676,0,0.593
580105,COPIAGUE,1,0,0.654,0.705,0.705,21-22 BLD AR ,0.100,0.805,0.648,0.000,0.100,0.754,0.000,3,0.032,0.100,0.786,0.00,0,0,"3,415,996",0,"41,248","41,248",0,0,0,0,0,0.754,0,0.686
580106,AMITYVILLE,1,0,0.485,0.540,0.540,21-22 BLD AR ,0.100,0.640,0.454,0.000,0.100,0.585,0.000,3,0.024,0.100,0.609,0.00,0,0,"4,621,756","3,817",0,0,0,0,0,0,0,0.585,0,0.509
580107,DEER PARK,1,0,0.532,0.627,0.627,81-82 BLD AR ,0.100,0.727,0.627,0.000,0.100,0.632,0.000,5,0.000,0.100,0.632,0.00,0,0,"2,427,638",0,"19,838","9,919",0,0,0,"60,000",0,0.632,"30,000",0.532
580109,WYANDANCH,0,0,0.833,0.866,0.866,19-20 BLD AR ,0.084,0.950,0.775,0.000,0.100,0.933,0.000,3,0.041,0.100,0.974,0.00,0,"386,654","2,042,648",0,0,0,0,0,0,0,0,0.933,0,0.874
580201,THREE VILLAGE,1,0,0.376,0.660,0.660,86-87 BLD AR ,0.100,0.760,0.660,0.000,0.100,0.660,0.000,6,0.000,0.100,0.660,0.25,0,0,"12,012,068",0,0,0,0,0,0,"1,425,000",0,0.476,0,0.560
580203,COMSEWOGUE,1,0,0.607,0.743,0.743,86-87 BLD AR ,0.100,0.843,0.743,0.000,0.100,0.743,0.000,5,0.000,0.100,0.743,0.00,0,0,"2,925,278",0,0,0,0,0,0,0,"25,000",0.707,"2,000",0.643
580205,SACHEM,1,0,0.522,0.766,0.766,86-87 BLD AR ,0.100,0.866,0.766,0.000,0.100,0.766,0.000,5,0.000,0.100,0.766,0.00,0,"433,860","14,187,020","40,554",0,0,0,0,0,0,0,0.622,0,0.666
580206,PORT JEFFERSON,1,0,0.000,0.225,0.225,87-88 BLD AR ,0.100,0.325,0.225,0.000,0.100,0.225,0.000,6,0.000,0.100,0.225,0.00,0,0,"1,154,760",0,0,0,0,0,0,0,"10,000",0.100,"11,780",0.125
580207,MOUNT SINAI,1,0,0.507,0.781,0.781,87-88 BLD AR ,0.100,0.881,0.781,0.000,0.100,0.781,0.000,5,0.000,0.100,0.781,0.00,0,0,"1,176,166",0,0,0,0,0,0,0,"4,000",0.607,0,0.681
580208,MILLER PLACE,1,0,0.546,0.724,0.724,87-88 BLD AR ,0.100,0.824,0.724,0.000,0.100,0.724,0.000,5,0.000,0.100,0.724,0.00,0,0,"3,017,476",0,0,0,0,0,0,0,0,0.646,0,0.624
580209,ROCKY POINT,1,0,0.599,0.702,0.702,87-88 BLD AR ,0.100,0.802,0.702,0.000,0.100,0.702,0.000,5,0.000,0.100,0.702,0.00,0,0,"1,436,902",0,0,0,0,0,0,0,0,0.699,0,0.602
580211,MIDDLE COUNTRY,1,0,0.628,0.773,0.773,86-87 BLD AR ,0.100,0.873,0.773,0.000,0.100,0.773,0.000,5,0.000,0.100,0.773,0.00,0,0,"10,820,138",0,"19,318",0,0,0,0,0,0,0.728,0,0.673
580212,LONGWOOD,1,0,0.621,0.678,0.678,86-87 BLD AR ,0.100,0.778,0.678,0.000,0.100,0.721,0.000,5,0.000,0.100,0.721,0.00,0,0,"3,964,389",0,0,0,0,0,0,"100,000","35,000",0.721,"10,000",0.621
580224,PATCHOGUE-MEDF,1,0,0.629,0.733,0.733,87-88 BLD AR ,0.100,0.833,0.733,0.000,0.100,0.733,0.000,5,0.000,0.100,0.733,0.00,0,"668,203","2,910,336",0,0,0,0,0,0,0,0,0.729,0,0.633
580232,WILLIAM FLOYD,1,0,0.767,0.842,0.842,87-88 BLD AR ,0.100,0.942,0.842,0.000,0.100,0.867,0.000,3,0.038,0.100,0.905,0.00,0,"3,808,721","4,178,097",0,0,0,0,0,0,0,0,0.867,0,0.805
580233,CENTER MORICHE,1,0,0.615,0.682,0.682,90-91 BLD AR ,0.100,0.782,0.682,0.000,0.100,0.715,0.000,5,0.000,0.100,0.715,0.00,0,0,"911,604",0,0,0,0,0,0,"100,000","10,000",0.715,0,0.615
580234,EAST MORICHES,1,0,0.483,0.669,0.669,89-90 BLD AR ,0.100,0.769,0.669,0.000,0.100,0.669,0.000,6,0.000,0.100,0.669,0.00,0,0,"1,237,218",0,0,0,0,0,0,0,"6,216",0.583,0,0.569
580235,SOUTH COUNTRY,1,0,0.562,0.762,0.762,87-88 BLD AR ,0.100,0.862,0.762,0.000,0.100,0.762,0.000,5,0.000,0.100,0.762,0.30,0,0,"3,552,360",0,0,0,0,0,0,0,0,0.662,0,0.662
580301,EAST HAMPTON,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"657,418",0,"455,758","372,042",0,0,0,0,"5,265",0.100,0,0.000
580303,AMAGANSETT,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"33,500",0,0,0,0,0,0,0,0,0.100,0,0.000
580304,SPRINGS,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"37,154",0,0,0,0,0,0,0,0,0.100,"7,000",0.000
580305,SAG HARBOR,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"152,122",0,0,0,0,0,0,0,0,0.100,0,0.000
580306,MONTAUK,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,0,0,0,0,0,0,0,0,0,0.100,0,0.000
580401,ELWOOD,1,0,0.477,0.635,0.635,81-82 BLD AR ,0.100,0.735,0.635,0.000,0.100,0.635,0.000,5,0.000,0.100,0.635,0.00,0,0,"2,021,476",0,0,0,0,0,0,0,0,0.577,"22,000",0.535
580402,COLD SPRING HA,1,0,0.000,0.175,0.175,81-82 BLD AR ,0.100,0.275,0.175,0.000,0.100,0.175,0.000,6,0.000,0.100,0.175,0.00,0,0,"1,656,954",0,0,0,0,0,0,0,0,0.100,0,0.075
580403,HUNTINGTON,1,0,0.298,0.372,0.372,81-82 BLD AR ,0.100,0.472,0.372,0.000,0.100,0.398,0.000,5,0.000,0.100,0.398,0.00,0,0,"1,645,474",0,0,0,0,0,0,0,0,0.398,0,0.298
580404,NORTHPORT,1,0,0.000,0.277,0.277,81-82 BLD AR ,0.100,0.377,0.277,0.000,0.100,0.277,0.000,6,0.000,0.100,0.277,0.00,0,"52,070","3,467,144","11,034",0,0,0,0,0,0,0,0.100,0,0.177
580405,HALF HOLLOW HI,1,0,0.200,0.401,0.401,81-82 BLD AR ,0.100,0.501,0.401,0.000,0.100,0.401,0.000,6,0.000,0.100,0.401,0.00,0,0,"3,887,871",0,"60,466",0,0,0,0,"100,000","7,500",0.300,"3,400",0.301
580406,HARBORFIELDS,1,0,0.434,0.512,0.512,81-82 BLD AR ,0.100,0.612,0.512,0.000,0.100,0.534,0.000,6,0.000,0.100,0.534,0.00,0,0,"2,182,862",0,0,0,0,0,0,0,0,0.534,"2,500",0.434
580410,COMMACK,1,0,0.432,0.637,0.637,81-82 BLD AR ,0.100,0.737,0.637,0.000,0.100,0.637,0.000,6,0.000,0.100,0.637,0.00,0,0,"9,832,150",0,0,0,0,0,0,0,0,0.532,0,0.537
580413,S. HUNTINGTON,1,0,0.537,0.544,0.544,81-82 BLD AR ,0.100,0.644,0.544,0.000,0.100,0.637,0.000,5,0.000,0.100,0.637,0.00,0,"4,341","3,006,654",0,0,0,0,0,0,0,"15,000",0.637,0,0.537
580501,BAY SHORE,1,0,0.575,0.631,0.631,22-23 BLD AR ,0.100,0.731,0.563,0.000,0.100,0.675,0.000,5,0.000,0.100,0.675,0.00,0,0,"3,205,830",0,"617,690","308,845",0,0,0,0,"5,000",0.675,"45,000",0.575
580502,ISLIP,1,0,0.502,0.679,0.679,84-85 BLD AR ,0.100,0.779,0.679,0.000,0.100,0.679,0.000,5,0.000,0.100,0.679,0.00,0,0,"3,950,216",0,0,0,0,0,0,0,"10,000",0.602,0,0.579
580503,EAST ISLIP,1,0,0.471,0.700,0.700,84-85 BLD AR ,0.100,0.800,0.700,0.000,0.100,0.700,0.000,5,0.000,0.100,0.700,0.00,0,0,"5,538,982",0,0,0,0,0,0,0,0,0.571,"42,000",0.600
580504,SAYVILLE,1,0,0.462,0.686,0.686,84-85 BLD AR ,0.100,0.786,0.686,0.000,0.100,0.686,0.000,5,0.000,0.100,0.686,0.00,0,0,"3,459,608",0,"59,154","59,154",0,0,0,0,0,0.562,"30,000",0.586
580505,BAYPORT BLUE P,1,0,0.416,0.682,0.682,84-85 BLD AR ,0.100,0.782,0.682,0.000,0.100,0.682,0.000,6,0.000,0.100,0.682,0.00,0,0,"2,779,526",0,0,0,0,0,0,0,0,0.516,"20,000",0.582
580506,HAUPPAUGE,1,0,0.127,0.550,0.550,81-82 BLD AR ,0.100,0.650,0.550,0.000,0.100,0.550,0.000,6,0.000,0.100,0.550,0.00,0,0,"3,531,024",0,"230,630",0,0,0,0,0,0,0.227,0,0.450
580507,CONNETQUOT,1,0,0.360,0.676,0.676,84-85 BLD AR ,0.100,0.776,0.676,0.000,0.100,0.676,0.000,5,0.000,0.100,0.676,0.00,0,0,"8,124,274",0,"558,082","487,106",0,0,0,0,0,0.460,"30,000",0.576
580509,WEST ISLIP,1,0,0.421,0.706,0.706,84-85 BLD AR ,0.100,0.806,0.706,0.000,0.100,0.706,0.000,6,0.000,0.100,0.706,0.00,0,0,"6,304,644",0,"714,016",0,0,0,0,0,"35,000",0.521,0,0.606
580512,BRENTWOOD,1,0,0.806,0.844,0.844,17-18 BLD AR ,0.100,0.944,0.770,0.000,0.100,0.906,0.000,3,0.040,0.100,0.946,0.00,0,0,"8,441,579",0,0,0,0,0,0,0,"34,000",0.906,"113,500",0.846
580513,CENTRAL ISLIP,1,0,0.755,0.807,0.807,20-21 BLD AR ,0.100,0.907,0.759,0.000,0.100,0.855,0.000,3,0.037,0.100,0.892,0.00,0,0,"4,064,607","13,793",0,0,0,0,0,0,0,0.855,"40,000",0.792
580514,FIRE ISLAND,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"148,100",0,0,0,0,0,0,0,0,0.100,0,0.000
580601,SHOREHAM-WADIN,1,0,0.314,0.359,0.359,NO DATA      ,0.100,0.459,0.000,0.000,0.100,0.414,0.000,6,0.000,0.100,0.414,0.25,0,0,"4,748,428","7,775",0,0,0,0,0,0,0,0.414,0,0.314
580602,RIVERHEAD,1,0,0.416,0.417,0.417,NO DATA      ,0.100,0.517,0.296,0.000,0.100,0.516,0.000,5,0.000,0.100,0.516,0.00,0,0,"5,732,789",0,0,0,0,0,0,0,"35,000",0.516,"41,790",0.416
580701,SHELTER ISLAND,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"448,372",0,0,0,0,0,0,0,0,0.100,0,0.000
580801,SMITHTOWN,1,0,0.371,0.583,0.583,81-82 BLD AR ,0.100,0.683,0.583,0.000,0.100,0.583,0.000,6,0.000,0.100,0.583,0.00,0,0,"5,998,055",0,0,0,0,0,0,0,"16,000",0.471,"96,890",0.483
580805,KINGS PARK,1,0,0.239,0.621,0.621,83-84 BLD AR ,0.100,0.721,0.621,0.000,0.100,0.621,0.000,6,0.000,0.100,0.621,0.00,0,0,"3,511,846",0,0,0,0,0,0,0,0,0.339,0,0.521
580901,REMSENBURG,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"193,260",0,0,0,0,0,0,0,0,0.100,0,0.000
580902,WESTHAMPTON BE,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"2,008,140",0,0,0,0,0,0,0,0,0.100,"24,000",0.000
580903,QUOGUE,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,0,0,0,0,0,0,0,0,0,0.100,0,0.000
580905,HAMPTON BAYS,1,0,0.129,0.137,0.137,NO DATA      ,0.100,0.237,0.000,0.000,0.100,0.229,0.000,5,0.000,0.100,0.229,0.00,0,0,"2,842,371",0,0,0,0,0,0,0,0,0.229,0,0.129
580906,SOUTHAMPTON,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"3,804,302",0,0,0,0,0,0,0,0,0.100,0,0.000
580909,BRIDGEHAMPTON,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"169,052",0,0,0,0,0,0,"100,000",0,0.100,0,0.000
580912,EASTPORT-SOUTH,1,0,0.538,0.775,0.775,90-91 BLD AR ,0.100,0.875,0.775,0.000,0.100,0.775,0.000,5,0.000,0.100,0.775,0.30,0,"5,566,022","6,969,234","11,572","147,752",0,0,"9,870","42,066",0,0,0.638,0,0.675
580913,TUCKAHOE COMMO,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"63,146",0,"21,968",0,0,0,0,0,0,0.100,"3,800",0.000
580917,EAST QUOGUE,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"42,288",0,0,0,0,0,0,0,0,0.100,0,0.000
581002,OYSTERPONDS,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"81,904",0,0,0,0,0,0,0,"5,000",0.100,180,0.000
581004,FISHERS ISLAND,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,0,0,0,0,0,0,0,0,0,0.100,0,0.000
581005,SOUTHOLD,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"1,099,872",0,0,0,0,0,0,0,"6,000",0.100,0,0.000
581010,GREENPORT,1,0,0.000,0.120,0.120,81-82 BLD AR ,0.100,0.220,0.120,0.000,0.100,0.120,0.000,5,0.000,0.100,0.120,0.00,0,0,"597,750",0,0,0,0,0,0,0,0,0.100,12,0.020
