DBSFK1, 04/13/24,INC,REP,E(WM0182) 05 COMBINED WEALTH RATIO (CWR),F(K10134) 00 2023-24 CHARTER SCH ENR W/O BOE APPROVED,G(K20134) 00 2022-23 CHARTER SCH ENR W/O BOE APPROVED,H(K30134) 00 2021-22 CHARTER SCH ENR W/O BOE APPROVED,I(K20135) 00 2020-21 CHARTER SCH ENR W/O BOE APPROVED,J(NO0881) 00 INCREASE FROM: 22-23 TO 23-24,K(NO0886) 00 INCREASE FROM: 21-22 TO 22-23,L(NO0891) 00 INCREASE FROM: 20-21 TO 21-22,M(NO0882) 00 2023-24 TOTAL RES PUBLIC ENR,N(NO0887) 00 2022-23 TOTAL RES PUBLIC ENR,O(NO0892) 00 2021-22 TOTAL RES PUBLIC ENR,P(E10008) 00 23-24 PYMTS TO CH SCH (EST),Q(E20008) 00 22-23 PYMTS TO CH SCH (PRELIM),R(E30008) 00 21-22 PYMTS TO CH SCH (ACTUAL),S(E10001) 00 2023-24 TGFE (EST),T(E20001) 00 2022-23 TGFE (PRELIM),U(E30001) 00 2021-22 TGFE (ACTUAL),V(E10007) 00 23-24 CH SCH TOT BASIC TUIT/PUPIL,W(NO0885) 00 AID1 @ 23-24 TUITION/P*.8*INCR,X(NO0890) 00 AID2 @ 23-24 TUITION/P*.6*INCR,Y(NO0895) 00 AID3 @ 23-24 TUITION/P*.4*INCR,Z(FA0013) 00 24-25 TRANSTN AID FOR CHARTER SCH PYMTS
150901,MORIAH,1,0,0.321,0,0,0,0,0,0,0,655,673,655,0,0,0,"21,515,896","18,092,583","17,443,798","14,528",0,0,0,0
151001,NEWCOMB,0,0,3.439,0,0,0,0,0,0,0,45,49,56,0,0,0,"6,092,474","6,092,474","4,984,361","44,320",0,0,0,0
151102,LAKE PLACID,1,0,2.866,0,0,0,0,0,0,0,531,521,538,0,0,0,"21,746,602","20,669,221","19,088,123","16,551",0,0,0,0
151401,SCHROON LAKE,1,0,2.154,0,0,0,0,0,0,0,213,216,214,0,0,0,"9,305,327","8,437,967","8,317,155","20,697",0,0,0,0
151501,TICONDEROGA,1,0,1.043,0,0,0,0,0,0,0,726,698,684,0,0,0,"22,207,075","22,018,513","20,844,819","16,159",0,0,0,0
151701,WILLSBORO,1,0,1.190,0,0,0,0,0,0,0,251,243,234,0,0,0,"10,901,493","8,932,104","8,720,475","17,666",0,0,0,0
151801,BOQUET VALLEY,1,1,1.043,0,0,0,0,0,0,0,358,360,398,0,0,0,"15,618,476","14,087,198","14,054,800","16,118",0,0,0,0
160101,TUPPER LAKE,1,0,0.669,0,0,0,0,0,0,0,717,722,709,0,0,0,"22,283,780","20,386,744","19,226,433","13,700",0,0,0,0
160801,CHATEAUGAY,1,0,0.437,0,0,0,0,0,0,0,485,457,450,0,0,0,"17,126,477","14,176,552","12,909,357","12,794",0,0,0,0
161201,SALMON RIVER,1,0,0.174,0,0,0,0,0,0,0,"1,290","1,291","1,299",0,0,0,"46,651,067","43,117,299","41,811,510","16,080",0,0,0,0
161401,SARANAC LAKE,1,0,1.518,0,0,0,0,0,0,0,"1,046","1,072","1,096",0,0,0,"36,000,000","32,751,109","30,043,239","16,404",0,0,0,0
161501,MALONE,1,0,0.385,0,0,0,0,0,0,0,"2,109","2,145","2,138",0,0,0,"66,423,200","60,224,374","52,808,695","12,835",0,0,0,0
161601,BRUSHTON MOIRA,1,0,0.300,0,0,0,0,0,0,0,708,701,704,0,0,0,"22,146,721","18,885,403","18,655,280","14,380",0,0,0,0
161801,ST REGIS FALLS,1,0,0.618,0,0,0,0,0,0,0,201,216,229,0,0,0,"10,229,510","9,443,082","8,484,246","17,247",0,0,0,0
170301,WHEELERVILLE,1,0,1.579,0,0,0,0,0,0,0,119,123,125,0,0,0,"5,015,649","4,184,541","3,865,464","17,400",0,0,0,0
170500,GLOVERSVILLE,1,0,0.315,1,1,0,0,0,1,0,"2,499","2,528","2,540","11,000","10,964",0,"74,015,431","66,632,215","63,043,605","11,409",0,0,0,0
170600,JOHNSTOWN,1,0,0.473,0,0,0,0,0,0,0,"1,449","1,451","1,463",0,0,0,"42,952,985","37,026,390","36,183,103","9,678",0,0,0,0
170801,MAYFIELD,1,0,0.613,0,0,0,0,0,0,0,817,820,865,0,0,0,"21,167,058","19,130,162","19,488,594","11,633",0,0,0,0
170901,NORTHVILLE,1,0,1.060,0,0,0,0,0,0,0,328,358,364,0,0,0,"14,426,117","12,457,972","14,207,075","16,742",0,0,0,0
171102,BROADALBIN-PER,1,0,0.616,1,0,0,0,1,0,0,"1,559","1,567","1,614","3,000","10,116",0,"41,266,000","38,454,148","36,088,329","10,318",0,0,0,0
180202,ALEXANDER,1,0,0.504,0,0,0,0,0,0,0,689,691,725,0,0,0,"20,847,885","19,427,545","16,204,051","13,225",0,0,0,0
180300,BATAVIA,1,0,0.548,2,2,2,2,0,0,0,"2,140","2,106","2,129","30,000","32,711","26,452","58,970,774","51,542,065","48,239,537","14,183",0,0,0,0
180701,BYRON BERGEN,1,0,0.568,2,1,1,0,1,0,1,811,818,807,"15,000","12,481","12,307","25,194,823","22,074,145","24,780,529","12,815",0,0,0,0
180901,ELBA,1,0,0.571,0,0,0,0,0,0,0,402,381,395,0,0,0,"11,708,369","10,471,692","9,969,224","14,281",0,0,0,0
181001,LE ROY,1,0,0.487,0,0,0,0,0,0,0,"1,132","1,138","1,131",0,0,0,"30,196,627","27,060,413","25,929,631","13,123",0,0,0,0
181101,OAKFIELD ALABA,1,0,0.445,0,0,0,0,0,0,0,649,680,721,0,0,0,"24,094,600","22,567,651","19,447,962","13,727",0,0,0,0
181201,PAVILION,1,0,0.553,0,0,0,0,0,0,0,546,590,588,0,0,0,"18,869,393","16,673,900","16,159,493","13,338",0,0,0,0
181302,PEMBROKE,1,0,0.571,0,0,0,0,0,0,0,865,852,845,0,0,0,"26,732,685","24,079,250","22,454,809","14,292",0,0,0,0
190301,CAIRO-DURHAM,1,0,0.830,0,0,0,0,0,0,0,"1,055","1,052","1,077",0,0,0,"36,075,269","31,893,775","32,587,240","11,469",0,0,0,0
190401,CATSKILL,1,0,0.893,0,0,0,0,0,0,0,"1,266","1,262","1,305",0,0,0,"47,520,867","44,003,256","43,017,315","16,209",0,0,0,0
190501,COXSACKIE ATHE,1,0,0.915,0,0,0,0,0,0,0,"1,103","1,138","1,162",0,0,0,"35,963,000","32,828,235","32,171,503","13,661",0,0,0,0
190701,GREENVILLE,1,0,0.743,0,1,1,0,0,0,1,"1,078","1,056","1,054",0,0,0,"34,154,771","34,894,295","30,616,336","15,274",0,0,0,0
190901,HUNTER TANNERS,1,0,2.452,0,0,0,0,0,0,0,298,312,310,0,0,0,"15,112,593","13,640,142","13,327,345","17,254",0,0,0,0
191401,WINDHAM ASHLAN,1,0,2.906,0,0,0,0,0,0,0,293,289,290,0,0,0,"13,887,804","12,918,293","11,978,235","21,016",0,0,0,0
200401,INDIAN LAKE,1,0,3.397,0,0,0,0,0,0,0,110,119,109,0,0,0,"7,511,983","6,035,550","7,326,842","24,475",0,0,0,0
200601,LAKE PLEASANT,1,0,3.901,0,0,0,0,0,0,0,69,68,70,0,0,0,"5,435,545","4,656,288","4,646,856","28,865",0,0,0,0
200701,LONG LAKE,1,0,6.321,0,0,0,0,0,0,0,50,52,56,0,0,0,"4,685,439","4,229,342","4,053,230","43,783",0,0,0,0
200901,WELLS,1,0,2.007,0,0,0,0,0,0,0,103,108,114,0,0,0,"6,088,668","7,516,621","5,560,079","23,806",0,0,0,0
210302,WEST CANADA VA,1,0,0.538,0,0,1,0,0,0,1,602,611,618,0,0,"6,340","21,212,431","18,532,575","17,393,587","13,916",0,0,0,0
210402,FRANKFORT-SCHU,1,0,0.636,10,15,15,8,0,0,7,813,804,810,"150,000","153,316","135,947","23,235,634","24,708,594","19,529,692","11,208",0,0,0,0
210601,HERKIMER,1,0,0.405,2,2,0,0,0,2,0,"1,102","1,118","1,109",0,"8,632",0,"32,776,543","26,321,187","24,100,889","11,537",0,0,0,0
210800,LITTLE FALLS,1,0,0.426,0,0,0,0,0,0,0,949,968,978,0,0,0,"31,224,407","28,325,321","25,734,701","14,527",0,0,0,0
211003,DOLGEVILLE,1,0,0.438,0,0,0,0,0,0,0,719,745,746,0,0,0,"21,389,611","17,710,023","16,954,615","11,045",0,0,0,0
211103,POLAND,1,0,0.760,2,0,2,2,2,0,0,485,498,502,"25,000",0,"25,644","17,548,973","14,782,912","13,414,523","13,082",0,0,0,0
211701,VAN HORNSVILLE,1,0,0.699,0,0,0,0,0,0,0,148,156,157,0,0,0,"7,046,181","6,021,240","5,959,350","13,599",0,0,0,0
211901,TOWN OF WEBB,1,0,5.795,0,0,0,0,0,0,0,189,203,209,0,0,0,"11,202,845","9,580,555","9,575,075","22,219",0,0,0,0
212001,MT MARKHAM CSD,1,0,0.432,0,0,0,0,0,0,0,991,"1,024","1,035",0,0,0,"30,887,979","28,535,198","28,927,338","13,231",0,0,0,0
212101,CENTRAL VALLEY,1,1,0.301,3,3,4,6,0,0,0,"2,023","2,036","2,049","45,000","26,300","52,070","58,663,416","58,309,993","47,540,611","10,419",0,0,0,0
220101,S. JEFFERSON,1,0,0.413,0,0,0,0,0,0,0,"1,751","1,749","1,797",0,0,0,"42,483,308","36,890,639","33,213,837","11,296",0,0,0,0
220202,ALEXANDRIA,1,0,1.110,0,0,0,0,0,0,0,437,428,441,0,0,0,"15,902,241","14,441,894","13,149,157","13,883",0,0,0,0
220301,INDIAN RIVER,1,0,0.228,0,0,0,1,0,0,0,"3,461","3,458","3,436",0,0,0,"92,864,657","87,830,781","84,375,110","8,425",0,0,0,0
220401,GENERAL BROWN,1,0,0.546,0,0,0,0,0,0,0,"1,317","1,362","1,341",0,0,0,"27,916,460","24,923,169","22,430,855","10,462",0,0,0,0
220701,THOUSAND ISLAN,1,0,1.042,0,0,0,4,0,0,0,792,825,820,0,0,"40,637","22,300,000","26,849,517","20,002,533","12,947",0,0,0,0
220909,BELLEVILLE-HEN,1,0,0.830,0,0,0,0,0,0,0,484,482,481,0,0,0,"12,653,250","11,116,957","10,926,388","9,807",0,0,0,0
221001,SACKETS HARBOR,1,0,0.836,0,0,0,0,0,0,0,371,375,364,0,0,0,"9,959,784","9,130,463","8,893,620","11,892",0,0,0,0
221301,LYME,1,0,0.921,0,0,0,0,0,0,0,334,323,322,0,0,0,"8,984,952","8,180,407","8,216,179","15,605",0,0,0,0
221401,LA FARGEVILLE,1,0,0.730,0,0,0,0,0,0,0,444,463,456,0,0,0,"11,281,970","11,298,002","10,224,442","11,679",0,0,0,0
222000,WATERTOWN,1,0,0.419,0,0,0,0,0,0,0,"4,014","3,960","3,960",0,0,0,"81,956,825","65,811,737","61,182,047","10,914",0,0,0,0
222201,CARTHAGE,1,0,0.284,0,0,0,0,0,0,0,"2,982","2,886","2,889",0,0,0,"69,204,529","59,941,170","57,744,975","9,585",0,0,0,0
230201,COPENHAGEN,1,0,0.519,0,0,0,0,0,0,0,403,390,404,0,0,0,"12,026,424","11,832,373","10,647,086","11,278",0,0,0,0
230301,HARRISVILLE,1,0,0.567,0,0,0,0,0,0,0,315,304,320,0,0,0,"11,462,651","11,343,072","10,921,874","15,961",0,0,0,0
230901,LOWVILLE,1,0,0.485,0,0,0,0,0,0,0,"1,185","1,183","1,194",0,0,0,"30,147,792","29,192,445","25,861,176","11,100",0,0,0,0
231101,SOUTH LEWIS,1,0,0.571,0,0,0,0,0,0,0,999,975,917,0,0,0,"30,024,550","27,879,840","25,397,649","14,885",0,0,0,0
231301,BEAVER RIVER,1,0,0.528,0,0,0,0,0,0,0,830,836,806,0,0,0,"20,621,291","17,650,923","16,696,497","11,448",0,0,0,0
240101,AVON,1,0,0.604,0,0,0,0,0,0,0,864,892,900,0,0,0,"22,605,736","23,258,995","19,885,096","12,710",0,0,0,0
240201,CALEDONIA MUMF,1,0,0.588,0,0,0,0,0,0,0,764,758,752,0,0,0,"18,559,381","17,855,399","17,210,091","11,829",0,0,0,0
240401,GENESEO,1,0,0.798,0,0,0,0,0,0,0,859,848,848,0,0,0,"24,223,237","21,900,698","21,338,249","13,914",0,0,0,0
240801,LIVONIA,1,0,0.700,0,0,0,0,0,0,0,"1,308","1,337","1,353",0,0,0,"38,418,655","34,927,323","36,000,229","13,261",0,0,0,0
240901,MOUNT MORRIS,1,0,0.329,0,0,0,0,0,0,0,538,543,560,0,0,0,"19,280,745","16,739,929","15,443,266","15,520",0,0,0,0
241001,DANSVILLE,1,0,0.443,0,0,0,0,0,0,0,"1,238","1,240","1,267",0,0,0,"39,554,735","32,847,441","30,603,064","13,400",0,0,0,0
241101,DALTON-NUNDA,1,0,0.530,0,0,0,0,0,0,0,500,532,574,0,0,0,"20,757,888","17,939,950","16,685,415","13,501",0,0,0,0
241701,YORK,1,0,0.489,0,0,0,0,0,0,0,659,666,678,0,0,0,"20,003,708","20,381,304","18,793,238","16,862",0,0,0,0
250109,BROOKFIELD,1,0,0.378,0,0,0,0,0,0,0,187,197,207,0,0,0,"6,874,588","6,592,683","6,764,978","15,370",0,0,0,0
250201,CAZENOVIA,1,0,1.272,2,2,3,1,0,0,2,"1,288","1,301","1,329","36,330","20,177","35,271","36,529,529","34,108,366","30,698,599","12,544",0,0,0,0
250301,DE RUYTER,1,0,0.657,2,2,2,1,0,0,1,314,314,317,"26,434","21,771","25,056","12,173,476","11,611,014","10,610,542","13,217",0,0,0,0
250401,MORRISVILLE EA,1,0,0.504,0,0,0,0,0,0,0,577,579,569,0,0,0,"18,946,228","17,893,522","17,645,171","14,097",0,0,0,0
250701,HAMILTON,1,0,0.827,0,0,0,0,0,0,0,536,528,528,0,0,0,"15,023,304","14,221,503","13,450,346","15,230",0,0,0,0
250901,CANASTOTA,1,0,0.477,0,0,0,0,0,0,0,"1,226","1,248","1,287",0,0,0,"36,668,946","34,409,664","30,703,357","11,955",0,0,0,0
251101,MADISON,1,0,0.490,0,0,0,0,0,0,0,397,412,413,0,0,0,"12,410,918","11,285,465","9,967,744","13,036",0,0,0,0
251400,ONEIDA CITY,1,0,0.499,0,0,0,0,0,0,0,"1,703","1,747","1,787",0,0,0,"52,753,613","48,874,968","44,754,024","13,312",0,0,0,0
251501,STOCKBRIDGE VA,1,0,0.374,0,0,0,0,0,0,0,389,391,394,0,0,0,"12,762,156","11,472,803","10,799,498","11,879",0,0,0,0
251601,CHITTENANGO,1,0,0.577,2,2,0,0,0,2,0,"1,847","1,816","1,844",0,"25,756",0,"45,420,345","42,347,372","41,633,878","13,375",0,0,0,0
260101,BRIGHTON,1,0,0.904,23,17,21,17,6,0,4,"3,401","3,391","3,360","357,521","295,011","334,960","93,837,223","88,244,982","86,882,130","14,868",0,0,0,0
260401,GATES CHILI,1,0,0.650,63,54,56,56,9,0,0,"3,727","3,758","3,702","850,000","758,734","749,068","128,552,415","114,962,288","126,209,911","13,011",0,0,0,0
260501,GREECE,1,0,0.552,308,320,286,270,0,34,16,"10,141","10,351","10,303","4,000,000","3,804,304","3,500,698","290,752,050","257,061,451","233,018,206","12,813",0,"261,385","82,003","343,388"
260801,E. IRONDEQUOIT,1,0,0.695,65,53,70,60,12,0,10,"2,745","2,708","2,775","1,150,000","596,975","818,576","96,773,489","83,303,438","82,415,182","13,981","134,218",0,"55,924","190,142"
260803,W. IRONDEQUOIT,1,0,0.533,38,37,33,27,1,4,6,"3,546","3,566","3,561","400,000","464,175","418,510","87,989,971","81,394,139","76,583,573","13,017",0,0,0,0
260901,HONEOYE FALLS,1,0,0.878,0,0,0,0,0,0,0,"2,046","2,023","2,062",0,0,"11,433","59,930,749","61,343,374","52,773,210","11,879",0,0,0,0
261001,SPENCERPORT,1,0,0.609,14,14,13,10,0,1,3,"3,494","3,490","3,478","163,878","167,333","161,148","92,744,041","86,011,617","84,599,837","12,882",0,0,0,0
261101,HILTON,1,0,0.568,3,2,3,4,1,0,0,"3,988","4,027","4,120","35,793","40,533","69,700","98,067,274","94,782,251","85,470,170","11,931",0,0,0,0
261201,PENFIELD,1,0,0.783,12,7,8,6,5,0,2,"4,594","4,598","4,465","115,000","120,604","99,682","116,921,215","111,283,935","126,406,942","14,208",0,0,0,0
261301,FAIRPORT,1,0,0.847,2,2,5,12,0,0,0,"5,178","5,327","5,407","25,000","25,000","58,800","151,550,757","133,132,107","129,279,907","12,280",0,0,0,0
261313,EAST ROCHESTER,1,0,0.643,1,1,3,1,0,0,2,902,902,893,0,"14,300","47,825","31,881,397","26,762,809","26,238,610","14,647",0,0,0,0
261401,PITTSFORD,1,0,1.184,1,7,6,3,0,1,3,"5,487","5,452","5,448","16,000","23,203","14,268","155,319,091","159,688,800","141,099,244","15,137",0,0,0,0
261501,CHURCHVILLE CH,1,0,0.587,26,17,22,25,9,0,0,"3,788","3,827","3,793","305,000","247,825","264,068","84,636,988","89,461,467","102,286,017","11,762",0,0,0,0
261600,ROCHESTER,1,1,0.307,"7,986","7,383","6,778","6,726",603,605,52,"28,497","28,564","29,523","119,899,603","110,006,542","99,948,704","872,849,079","760,617,549","759,022,203","14,316","6,906,038","5,196,708","297,773","12,400,519"
261701,RUSH HENRIETTA,1,0,0.791,25,27,23,20,0,4,3,"5,586","5,558","5,413","340,000","240,513","353,830","161,279,198","156,843,148","143,346,741","14,589",0,0,0,0
261801,BROCKPORT,1,0,0.540,1,1,3,2,0,0,1,"3,201","3,037","3,021","12,643","41,781","54,362","92,400,067","81,220,786","80,910,735","12,643",0,0,0,0
261901,WEBSTER,1,0,0.861,12,11,13,17,1,0,0,"7,782","7,796","7,847","200,000","216,873","221,357","188,623,334","189,869,017","179,806,740","13,401",0,0,0,0
262001,WHEATLAND CHIL,1,0,0.732,5,2,4,6,3,0,0,622,617,594,"75,000","53,892","81,780","22,242,172","20,742,301","20,473,423","18,604",0,0,0,0
270100,AMSTERDAM,1,0,0.406,2,3,2,4,0,1,0,"3,621","3,615","3,574","25,000","24,016","44,011","91,421,980","82,104,712","73,530,053","11,428",0,0,0,0
270301,CANAJOHARIE,1,0,0.460,0,0,0,0,0,0,0,771,792,814,0,0,0,"25,128,083","21,973,139","20,975,473","12,596",0,0,0,0
270601,FONDA FULTONVI,1,0,0.521,0,0,0,0,0,0,0,"1,192","1,202","1,193",0,0,0,"33,233,572","27,035,530","27,524,539","11,407",0,0,0,0
270701,FORT PLAIN,1,0,0.406,0,0,0,0,0,0,0,641,672,644,0,0,0,"23,320,000","20,315,479","18,196,888","13,045",0,0,0,0
271201,OP-EPH-ST JHNS,1,1,0.394,0,0,0,0,0,0,0,678,712,712,0,0,0,"23,494,388","24,344,648","17,534,143","13,185",0,0,0,0
280100,GLEN COVE,1,0,1.261,7,5,6,6,2,0,0,"3,213","3,190","3,179","235,000","83,112","196,608","108,007,870","104,345,544","94,143,217","21,520",0,0,0,0
280201,HEMPSTEAD,1,1,0.268,"3,142","2,961","2,694","2,337",181,267,357,"9,017","8,808","8,913","75,795,626","67,072,047","57,750,217","299,399,868","260,802,852","239,315,340","24,505","3,548,324","3,925,701","3,499,314","10,973,339"
280202,UNIONDALE,1,0,0.672,853,759,653,501,94,106,152,"6,847","6,719","6,843","21,500,000","17,382,400","15,213,209","256,006,720","232,501,172","217,953,109","23,868","1,794,874","1,518,005","1,451,174","4,764,053"
280203,EAST MEADOW,1,0,0.823,13,11,11,4,2,0,7,"7,911","7,808","7,548","315,720","257,940","194,387","237,954,055","227,275,166","217,975,370","17,471",0,0,0,0
280204,NORTH BELLMORE,1,0,0.836,1,2,2,0,0,0,2,"2,114","2,048","2,059","37,395","17,474","23,149","64,588,702","60,405,323","61,370,472","17,416",0,0,0,0
280205,LEVITTOWN,1,0,0.701,2,2,3,1,0,0,2,"7,176","7,172","7,128","105,000","84,009","88,266","256,404,707","269,000,656","203,826,789","18,400",0,0,0,0
280206,SEAFORD,1,0,1.070,0,0,0,0,0,0,0,"2,185","2,201","2,188",0,0,0,"80,479,174","77,370,492","70,988,195","17,804",0,0,0,0
280207,BELLMORE,1,0,1.225,1,1,1,1,0,0,0,"1,032",973,953,"22,270","21,210","21,147","38,321,080","34,605,222","34,279,049","21,708",0,0,0,0
280208,ROOSEVELT,1,0,0.354,616,553,485,401,63,68,84,"3,635","3,586","3,583","10,735,206","10,133,080","8,693,237","137,489,724","122,729,764","110,550,401","18,964","955,786","773,731","637,190","2,366,707"
280209,FREEPORT,1,0,0.503,118,106,99,82,12,7,17,"6,462","6,573","6,558","1,846,490","1,846,490","1,518,594","192,997,947","193,160,552","175,990,407","17,921",0,0,0,0
280210,BALDWIN,1,0,0.820,49,45,48,41,4,0,7,"4,530","4,520","4,515","915,000","775,378","814,282","157,758,546","149,160,353","143,330,394","17,405",0,0,0,0
280211,OCEANSIDE,1,0,1.266,5,3,5,1,2,0,4,"5,295","5,338","5,403","48,987","48,522","80,975","188,976,833","159,400,634","156,082,354","16,329",0,0,0,0
280212,MALVERNE,1,0,0.948,12,10,11,16,2,0,0,"1,884","1,858","1,791","272,394","243,098","316,265","68,033,009","62,783,908","62,572,760","22,087",0,0,0,0
280213,V STR THIRTEEN,1,1,0.765,8,1,3,2,7,0,1,"1,925","1,918","1,873","144,000","116,498","100,084","63,810,620","57,550,278","54,277,246","17,344",0,0,0,0
280214,HEWLETT WOODME,1,0,1.588,2,1,1,0,1,0,1,"2,722","2,771","2,748","48,778","24,217","23,859","135,017,834","140,443,541","121,375,968","24,389",0,0,0,0
280215,LAWRENCE,1,0,4.140,1,2,3,3,0,0,0,"2,241","2,302","2,295","75,000","72,000","72,744","102,850,379","103,998,978","96,257,252","19,566",0,0,0,0
280216,ELMONT,1,0,0.815,26,21,21,18,5,0,3,"3,192","3,193","3,203","440,000","341,906","290,590","111,153,590","94,055,601","90,778,781","16,052",0,0,0,0
280217,FRANKLIN SQUAR,1,0,0.948,3,3,4,5,0,0,0,"1,798","1,790","1,818","140,000","48,143","43,542","48,189,060","45,860,859","42,980,878","15,685",0,0,0,0
280218,GARDEN CITY,1,0,2.185,4,6,2,1,0,4,1,"3,968","3,951","3,960","79,604","74,396",0,"129,338,648","129,819,660","116,964,169","19,064",0,0,0,0
280219,EAST ROCKAWAY,1,0,1.168,4,1,0,0,3,1,0,"1,139","1,153","1,119","80,000","21,009",0,"43,959,964","46,734,825","41,051,531","20,051",0,0,0,0
280220,LYNBROOK,1,0,1.126,1,1,2,4,0,0,0,"2,754","2,763","2,753","20,559","7,946","24,739","101,839,388","94,823,728","89,364,023","19,673",0,0,0,0
280221,ROCKVILLE CENT,1,0,1.579,6,6,4,3,0,2,1,"3,333","3,404","3,456","65,000","114,796","59,065","136,456,495","126,578,960","121,630,918","21,044",0,0,0,0
280222,FLORAL PARK,1,0,1.142,3,0,0,0,3,0,0,"1,444","1,456","1,470","36,000","16,149","15,970","38,957,796","34,452,084","33,038,997","16,503",0,0,0,0
280223,WANTAGH,1,0,1.006,0,0,0,0,0,0,0,"2,764","2,793","2,782",0,0,0,"88,609,011","87,192,154","80,260,946","15,279",0,0,0,0
280224,V STR TWENTY-F,1,1,0.774,5,5,5,6,0,0,0,"1,097","1,060","1,050","48,000","101,479","94,034","37,019,209","33,588,491","31,513,311","22,627",0,0,0,0
280225,MERRICK,1,0,1.181,1,1,1,0,0,0,1,"1,587","1,597","1,548","25,000","19,677","19,306","58,922,891","53,956,575","52,244,138","19,860",0,0,0,0
280226,ISLAND TREES,1,0,0.842,2,0,0,1,2,0,0,"2,265","2,203","2,211","18,000",0,0,"77,948,373","70,672,977","67,517,634","17,031",0,0,0,0
280227,WEST HEMPSTEAD,1,0,1.351,22,22,14,14,0,8,0,"1,640","1,608","1,695","450,750","407,672","291,008","74,125,177","68,384,204","66,126,582","18,215",0,0,0,0
280229,NORTH MERRICK,1,0,0.783,2,0,0,0,2,0,0,"1,214","1,213","1,204","41,000","39,346",0,"38,885,897","36,049,286","34,275,041","19,801",0,0,0,0
280230,VALLEY STR UF,1,1,0.687,5,5,3,5,0,2,0,"1,375","1,354","1,372","110,000","82,324","57,228","44,725,456","40,089,645","45,854,482","19,798",0,0,0,0
280231,ISLAND PARK,1,0,2.206,1,1,0,0,0,1,0,"1,014",978,980,"34,000","33,246",0,"43,291,899","37,359,408","36,165,043","30,496",0,0,0,0
280251,VALLEY STR CHS,1,1,0.743,17,9,8,4,8,1,4,"4,758","4,721","4,788","125,000","122,626","94,164","149,371,012","145,219,057","137,577,516","16,576",0,0,0,0
280252,SEWANHAKA,1,0,0.973,9,9,10,10,0,0,0,"7,849","7,874","7,926","200,000","199,285","173,150","244,691,452","219,734,409","216,253,811","14,545",0,0,0,0
280253,BELLMORE-MERRI,1,0,0.985,3,3,3,1,0,0,2,"5,266","5,243","5,187","47,379",0,0,"188,863,521","170,973,245","165,213,676","15,793",0,0,0,0
280300,LONG BEACH,1,0,1.901,5,4,8,7,1,0,1,"3,078","3,124","3,158","207,000","116,955","180,325","151,631,248","157,864,375","150,660,846","23,742",0,0,0,0
280401,WESTBURY,1,0,0.581,110,89,83,69,21,6,14,"4,661","4,731","4,882","2,416,824","1,991,587","1,767,781","186,564,086","171,002,966","154,933,513","22,378","375,950",0,0,"375,950"
280402,EAST WILLISTON,1,0,1.958,0,0,0,0,0,0,0,"1,611","1,607","1,642",0,0,0,"68,889,274","64,616,602","66,461,471","22,710",0,0,0,0
280403,ROSLYN,1,0,1.997,2,2,0,0,0,2,0,"3,314","3,284","3,297","66,000","41,409","22,032","127,692,327","118,645,718","112,378,651","22,785",0,0,0,0
280404,PORT WASHINGTO,1,0,2.007,0,0,0,0,0,0,0,"5,235","5,224","5,194",0,0,0,"184,265,293","172,485,814","163,216,211","23,895",0,0,0,0
280405,NEW HYDE PARK,1,0,1.162,2,1,1,1,1,0,0,"1,463","1,534","1,541","32,490","34,776","29,064","46,999,885","54,474,497","39,144,501","16,763",0,0,0,0
